Time_Casa,Estado_Time_Casa,Time_Visitante,Estado_Time_Visitante,Gols_Mandante,Gols_Visitante,Temporada,Rodada,Empate,Vencedor,Derrotado,Pontuacao_Casa,Pontuacao_Visitante,Num_Vitorias_Casa,Num_Derrota_Casa,Num_Empate_Casa,Num_Vitorias_Visitante,Num_Derrota_Visitante,Num_Empate_Visitante,Saldo_Mandante,Saldo_Visitante,Total_Pontos_Casa,Total_Vitorias_Casa,Total_Empates_Casa,Total_Derrotas_Casa,Total_Saldo_Casa,Total_Pontos_Visitante,Total_Vitorias_Visitante,Total_Empates_Visitante,Total_Derrotas_Visitante,Total_Saldo_Visitante
Cruzeiro,MG,Fluminense,RJ,1,1,2012,17,True,None,None,1,1,0,0,1,0,0,1,0,0,52,15,7,16,-4,77,22,11,5,28
Atletico-GO,GO,Atletico-MG,MG,1,1,2012,17,True,None,None,1,1,0,0,1,0,0,1,0,0,27,6,9,23,-32,72,20,12,6,27
Ponte Preta,SP,Bahia,BA,0,2,2012,17,False,Bahia,Ponte Preta,0,3,0,1,0,1,0,0,-2,2,48,12,12,14,-7,47,11,14,13,-4
Nautico,PE,Sao Paulo,SP,3,0,2012,17,False,Nautico,Sao Paulo,3,0,1,0,0,0,1,0,3,-3,49,14,7,17,-7,66,20,6,12,22
Botafogo,RJ,Sport,PE,2,0,2012,17,False,Botafogo,Sport,3,0,1,0,0,0,1,0,2,-2,55,15,10,13,10,41,10,11,17,-17
Palmeiras,SP,Flamengo,RJ,1,0,2012,17,False,Palmeiras,Flamengo,3,0,1,0,0,0,1,0,1,-1,34,9,7,22,-15,50,12,14,12,-7
Vasco da Gama,RJ,Coritiba,PR,2,2,2012,17,True,None,None,1,1,0,0,1,0,0,1,0,0,58,16,10,12,1,48,14,6,18,-7
Corinthians,SP,Internacional,RS,1,0,2012,17,False,Corinthians,Internacional,3,0,1,0,0,0,1,0,1,-1,57,15,12,11,12,52,13,13,12,4
Figueirense,SC,Santos,SP,1,3,2012,17,False,Santos,Figueirense,0,3,0,1,0,1,0,0,-2,2,30,7,9,22,-33,56,14,14,10,8
Nautico,PE,Bahia,BA,1,0,2012,18,False,Nautico,Bahia,3,0,1,0,0,0,1,0,1,-1,49,14,7,17,-7,47,11,14,13,-4
Fluminense,RJ,Sport,PE,1,0,2012,18,False,Fluminense,Sport,3,0,1,0,0,0,1,0,1,-1,77,22,11,5,28,41,10,11,17,-17
Sao Paulo,SP,Ponte Preta,SP,3,0,2012,18,False,Sao Paulo,Ponte Preta,3,0,1,0,0,0,1,0,3,-3,66,20,6,12,22,48,12,12,14,-7
Santos,SP,Corinthians,SP,3,2,2012,18,False,Santos,Corinthians,3,0,1,0,0,0,1,0,1,-1,56,14,14,10,8,57,15,12,11,12
Atletico-MG,MG,Botafogo,RJ,3,2,2012,18,False,Atletico-MG,Botafogo,3,0,1,0,0,0,1,0,1,-1,72,20,12,6,27,55,15,10,13,10
Coritiba,PR,Cruzeiro,MG,4,0,2012,18,False,Coritiba,Cruzeiro,3,0,1,0,0,0,1,0,4,-4,48,14,6,18,-7,52,15,7,16,-4
Gremio,RS,Figueirense,SC,4,0,2012,18,False,Gremio,Figueirense,3,0,1,0,0,0,1,0,4,-4,71,20,11,7,23,30,7,9,22,-33
Atletico-GO,GO,Palmeiras,SP,2,1,2012,18,False,Atletico-GO,Palmeiras,3,0,1,0,0,0,1,0,1,-1,27,6,9,23,-32,34,9,7,22,-15
Portuguesa,SP,Internacional,RS,1,1,2012,18,True,None,None,1,1,0,0,1,0,0,1,0,0,45,10,15,13,-2,52,13,13,12,4
Flamengo,RJ,Vasco da Gama,RJ,1,0,2012,18,False,Flamengo,Vasco da Gama,3,0,1,0,0,0,1,0,1,-1,50,12,14,12,-7,58,16,10,12,1
Vasco da Gama,RJ,Fluminense,RJ,1,2,2012,19,False,Fluminense,Vasco da Gama,0,3,0,1,0,1,0,0,-1,1,58,16,10,12,1,77,22,11,5,28
Palmeiras,SP,Santos,SP,1,2,2012,19,False,Santos,Palmeiras,0,3,0,1,0,1,0,0,-1,1,34,9,7,22,-15,56,14,14,10,8
Ponte Preta,SP,Portuguesa,SP,2,1,2012,19,False,Ponte Preta,Portuguesa,3,0,1,0,0,0,1,0,1,-1,48,12,12,14,-7,45,10,15,13,-2
Internacional,RS,Gremio,RS,0,1,2012,19,False,Gremio,Internacional,0,3,0,1,0,1,0,0,-1,1,52,13,13,12,4,71,20,11,7,23
Botafogo,RJ,Flamengo,RJ,0,0,2012,19,True,None,None,1,1,0,0,1,0,0,1,0,0,55,15,10,13,10,50,12,14,12,-7
Corinthians,SP,Sao Paulo,SP,1,2,2012,19,False,Sao Paulo,Corinthians,0,3,0,1,0,1,0,0,-1,1,57,15,12,11,12,66,20,6,12,22
Figueirense,SC,Coritiba,PR,3,1,2012,19,False,Figueirense,Coritiba,3,0,1,0,0,0,1,0,2,-2,30,7,9,22,-33,48,14,6,18,-7
Cruzeiro,MG,Atletico-MG,MG,2,2,2012,19,True,None,None,1,1,0,0,1,0,0,1,0,0,52,15,7,16,-4,72,20,12,6,27
Sport,PE,Nautico,PE,0,0,2012,19,True,None,None,1,1,0,0,1,0,0,1,0,0,41,10,11,17,-17,49,14,7,17,-7
Bahia,BA,Atletico-GO,GO,1,1,2012,19,True,None,None,1,1,0,0,1,0,0,1,0,0,47,11,14,13,-4,27,6,9,23,-32
Coritiba,PR,Internacional,RS,1,0,2012,20,False,Coritiba,Internacional,3,0,1,0,0,0,1,0,1,-1,48,14,6,18,-7,52,13,13,12,4
Santos,SP,Bahia,BA,1,3,2012,20,False,Bahia,Santos,0,3,0,1,0,1,0,0,-2,2,56,14,14,10,8,47,11,14,13,-4
Nautico,PE,Figueirense,SC,3,2,2012,20,False,Nautico,Figueirense,3,0,1,0,0,0,1,0,1,-1,49,14,7,17,-7,30,7,9,22,-33
Atletico-MG,MG,Ponte Preta,SP,2,2,2012,20,True,None,None,1,1,0,0,1,0,0,1,0,0,72,20,12,6,27,48,12,12,14,-7
Portuguesa,SP,Palmeiras,SP,3,0,2012,20,False,Portuguesa,Palmeiras,3,0,1,0,0,0,1,0,3,-3,45,10,15,13,-2,34,9,7,22,-15
Fluminense,RJ,Corinthians,SP,1,1,2012,20,True,None,None,1,1,0,0,1,0,0,1,0,0,77,22,11,5,28,57,15,12,11,12
Gremio,RS,Vasco da Gama,RJ,2,0,2012,20,False,Gremio,Vasco da Gama,3,0,1,0,0,0,1,0,2,-2,71,20,11,7,23,58,16,10,12,1
Atletico-GO,GO,Cruzeiro,MG,0,2,2012,20,False,Cruzeiro,Atletico-GO,0,3,0,1,0,1,0,0,-2,2,27,6,9,23,-32,52,15,7,16,-4
Flamengo,RJ,Sport,PE,1,1,2012,20,True,None,None,1,1,0,0,1,0,0,1,0,0,50,12,14,12,-7,41,10,11,17,-17
Sao Paulo,SP,Botafogo,RJ,4,0,2012,20,False,Sao Paulo,Botafogo,3,0,1,0,0,0,1,0,4,-4,66,20,6,12,22,55,15,10,13,10
Palmeiras,SP,Gremio,RS,0,0,2012,21,True,None,None,1,1,0,0,1,0,0,1,0,0,34,9,7,22,-15,71,20,11,7,23
Figueirense,SC,Fluminense,RJ,2,2,2012,21,True,None,None,1,1,0,0,1,0,0,1,0,0,30,7,9,22,-33,77,22,11,5,28
Vasco da Gama,RJ,Portuguesa,SP,2,0,2012,21,False,Vasco da Gama,Portuguesa,3,0,1,0,0,0,1,0,2,-2,58,16,10,12,1,45,10,15,13,-2
Bahia,BA,Sao Paulo,SP,1,0,2012,21,False,Bahia,Sao Paulo,3,0,1,0,0,0,1,0,1,-1,47,11,14,13,-4,66,20,6,12,22
Sport,PE,Santos,SP,2,1,2012,21,False,Sport,Santos,3,0,1,0,0,0,1,0,1,-1,41,10,11,17,-17,56,14,14,10,8
Internacional,RS,Flamengo,RJ,4,1,2012,21,False,Internacional,Flamengo,3,0,1,0,0,0,1,0,3,-3,52,13,13,12,4,50,12,14,12,-7
Corinthians,SP,Atletico-MG,MG,1,0,2012,21,False,Corinthians,Atletico-MG,3,0,1,0,0,0,1,0,1,-1,57,15,12,11,12,72,20,12,6,27
Botafogo,RJ,Coritiba,PR,2,0,2012,21,False,Botafogo,Coritiba,3,0,1,0,0,0,1,0,2,-2,55,15,10,13,10,48,14,6,18,-7
Cruzeiro,MG,Nautico,PE,3,0,2012,21,False,Cruzeiro,Nautico,3,0,1,0,0,0,1,0,3,-3,52,15,7,16,-4,49,14,7,17,-7
Ponte Preta,SP,Atletico-GO,GO,3,1,2012,21,False,Ponte Preta,Atletico-GO,3,0,1,0,0,0,1,0,2,-2,48,12,12,14,-7,27,6,9,23,-32
Flamengo,RJ,Ponte Preta,SP,0,1,2012,22,False,Ponte Preta,Flamengo,0,3,0,1,0,1,0,0,-1,1,50,12,14,12,-7,48,12,12,14,-7
Portuguesa,SP,Coritiba,PR,3,0,2012,22,False,Portuguesa,Coritiba,3,0,1,0,0,0,1,0,3,-3,45,10,15,13,-2,48,14,6,18,-7
Nautico,PE,Vasco da Gama,RJ,1,1,2012,22,True,None,None,1,1,0,0,1,0,0,1,0,0,49,14,7,17,-7,58,16,10,12,1
Bahia,BA,Atletico-MG,MG,0,0,2012,22,True,None,None,1,1,0,0,1,0,0,1,0,0,47,11,14,13,-4,72,20,12,6,27
Gremio,RS,Atletico-GO,GO,2,1,2012,22,False,Gremio,Atletico-GO,3,0,1,0,0,0,1,0,1,-1,71,20,11,7,23,27,6,9,23,-32
Figueirense,SC,Corinthians,SP,1,0,2012,22,False,Figueirense,Corinthians,3,0,1,0,0,0,1,0,1,-1,30,7,9,22,-33,57,15,12,11,12
Cruzeiro,MG,Botafogo,RJ,1,3,2012,22,False,Botafogo,Cruzeiro,0,3,0,1,0,1,0,0,-2,2,52,15,7,16,-4,55,15,10,13,10
Sao Paulo,SP,Internacional,RS,1,1,2012,22,True,None,None,1,1,0,0,1,0,0,1,0,0,66,20,6,12,22,52,13,13,12,4
Fluminense,RJ,Santos,SP,3,1,2012,22,False,Fluminense,Santos,3,0,1,0,0,0,1,0,2,-2,77,22,11,5,28,56,14,14,10,8
Palmeiras,SP,Sport,PE,3,1,2012,22,False,Palmeiras,Sport,3,0,1,0,0,0,1,0,2,-2,34,9,7,22,-15,41,10,11,17,-17
Ponte Preta,SP,Figueirense,SC,2,2,2012,23,True,None,None,1,1,0,0,1,0,0,1,0,0,48,12,12,14,-7,30,7,9,22,-33
Coritiba,PR,Flamengo,RJ,3,0,2012,23,False,Coritiba,Flamengo,3,0,1,0,0,0,1,0,3,-3,48,14,6,18,-7,50,12,14,12,-7
Corinthians,SP,Gremio,RS,3,1,2012,23,False,Corinthians,Gremio,3,0,1,0,0,0,1,0,2,-2,57,15,12,11,12,71,20,11,7,23
Botafogo,RJ,Nautico,PE,3,1,2012,23,False,Botafogo,Nautico,3,0,1,0,0,0,1,0,2,-2,55,15,10,13,10,49,14,7,17,-7
Santos,SP,Sao Paulo,SP,0,0,2012,23,True,None,None,1,1,0,0,1,0,0,1,0,0,56,14,14,10,8,66,20,6,12,22
Internacional,RS,Fluminense,RJ,0,1,2012,23,False,Fluminense,Internacional,0,3,0,1,0,1,0,0,-1,1,52,13,13,12,4,77,22,11,5,28
Atletico-GO,GO,Portuguesa,SP,1,1,2012,23,True,None,None,1,1,0,0,1,0,0,1,0,0,27,6,9,23,-32,45,10,15,13,-2
Atletico-MG,MG,Palmeiras,SP,3,0,2012,23,False,Atletico-MG,Palmeiras,3,0,1,0,0,0,1,0,3,-3,72,20,12,6,27,34,9,7,22,-15
Sport,PE,Cruzeiro,MG,2,1,2012,23,False,Sport,Cruzeiro,3,0,1,0,0,0,1,0,1,-1,41,10,11,17,-17,52,15,7,16,-4
Vasco da Gama,RJ,Bahia,BA,0,4,2012,23,False,Bahia,Vasco da Gama,0,3,0,1,0,1,0,0,-4,4,58,16,10,12,1,47,11,14,13,-4
Corinthians,SP,Ponte Preta,SP,1,1,2012,24,True,None,None,1,1,0,0,1,0,0,1,0,0,57,15,12,11,12,48,12,12,14,-7
Portuguesa,SP,Fluminense,RJ,0,2,2012,24,False,Fluminense,Portuguesa,0,3,0,1,0,1,0,0,-2,2,45,10,15,13,-2,77,22,11,5,28
Figueirense,SC,Cruzeiro,MG,2,0,2012,24,False,Figueirense,Cruzeiro,3,0,1,0,0,0,1,0,2,-2,30,7,9,22,-33,52,15,7,16,-4
Sport,PE,Bahia,BA,1,1,2012,24,True,None,None,1,1,0,0,1,0,0,1,0,0,41,10,11,17,-17,47,11,14,13,-4
Atletico-GO,GO,Coritiba,PR,1,2,2012,24,False,Coritiba,Atletico-GO,0,3,0,1,0,1,0,0,-1,1,27,6,9,23,-32,48,14,6,18,-7
Vasco da Gama,RJ,Palmeiras,SP,3,1,2012,24,False,Vasco da Gama,Palmeiras,3,0,1,0,0,0,1,0,2,-2,58,16,10,12,1,34,9,7,22,-15
Santos,SP,Flamengo,RJ,2,0,2012,24,False,Santos,Flamengo,3,0,1,0,0,0,1,0,2,-2,56,14,14,10,8,50,12,14,12,-7
Atletico-MG,MG,Sao Paulo,SP,1,0,2012,24,False,Atletico-MG,Sao Paulo,3,0,1,0,0,0,1,0,1,-1,72,20,12,6,27,66,20,6,12,22
Gremio,RS,Nautico,PE,2,0,2012,24,False,Gremio,Nautico,3,0,1,0,0,0,1,0,2,-2,71,20,11,7,23,49,14,7,17,-7
Botafogo,RJ,Internacional,RS,1,1,2012,24,True,None,None,1,1,0,0,1,0,0,1,0,0,55,15,10,13,10,52,13,13,12,4
Fluminense,RJ,Atletico-GO,GO,1,2,2012,25,False,Atletico-GO,Fluminense,0,3,0,1,0,1,0,0,-1,1,77,22,11,5,28,27,6,9,23,-32
Sao Paulo,SP,Portuguesa,SP,3,1,2012,25,False,Sao Paulo,Portuguesa,3,0,1,0,0,0,1,0,2,-2,66,20,6,12,22,45,10,15,13,-2
Palmeiras,SP,Corinthians,SP,0,2,2012,25,False,Corinthians,Palmeiras,0,3,0,1,0,1,0,0,-2,2,34,9,7,22,-15,57,15,12,11,12
Cruzeiro,MG,Vasco da Gama,RJ,1,1,2012,25,True,None,None,1,1,0,0,1,0,0,1,0,0,52,15,7,16,-4,58,16,10,12,1
Coritiba,PR,Santos,SP,1,2,2012,25,False,Santos,Coritiba,0,3,0,1,0,1,0,0,-1,1,48,14,6,18,-7,56,14,14,10,8
Nautico,PE,Atletico-MG,MG,1,0,2012,25,False,Nautico,Atletico-MG,3,0,1,0,0,0,1,0,1,-1,49,14,7,17,-7,72,20,12,6,27
Bahia,BA,Figueirense,SC,2,1,2012,25,False,Bahia,Figueirense,3,0,1,0,0,0,1,0,1,-1,47,11,14,13,-4,30,7,9,22,-33
Flamengo,RJ,Gremio,RS,1,1,2012,25,True,None,None,1,1,0,0,1,0,0,1,0,0,50,12,14,12,-7,71,20,11,7,23
Internacional,RS,Sport,PE,2,2,2012,25,True,None,None,1,1,0,0,1,0,0,1,0,0,52,13,13,12,4,41,10,11,17,-17
Ponte Preta,SP,Botafogo,RJ,0,0,2012,25,True,None,None,1,1,0,0,1,0,0,1,0,0,48,12,12,14,-7,55,15,10,13,10
Fluminense,RJ,Nautico,PE,2,1,2012,26,False,Fluminense,Nautico,3,0,1,0,0,0,1,0,1,-1,77,22,11,5,28,49,14,7,17,-7
Figueirense,SC,Palmeiras,SP,1,3,2012,26,False,Palmeiras,Figueirense,0,3,0,1,0,1,0,0,-2,2,30,7,9,22,-33,34,9,7,22,-15
Santos,SP,Portuguesa,SP,1,3,2012,26,False,Portuguesa,Santos,0,3,0,1,0,1,0,0,-2,2,56,14,14,10,8,45,10,15,13,-2
Botafogo,RJ,Corinthians,SP,2,2,2012,26,True,None,None,1,1,0,0,1,0,0,1,0,0,55,15,10,13,10,57,15,12,11,12
Sao Paulo,SP,Cruzeiro,MG,1,0,2012,26,False,Sao Paulo,Cruzeiro,3,0,1,0,0,0,1,0,1,-1,66,20,6,12,22,52,15,7,16,-4
Ponte Preta,SP,Vasco da Gama,RJ,0,0,2012,26,True,None,None,1,1,0,0,1,0,0,1,0,0,48,12,12,14,-7,58,16,10,12,1
Atletico-GO,GO,Flamengo,RJ,1,2,2012,26,False,Flamengo,Atletico-GO,0,3,0,1,0,1,0,0,-1,1,27,6,9,23,-32,50,12,14,12,-7
Internacional,RS,Bahia,BA,3,1,2012,26,False,Internacional,Bahia,3,0,1,0,0,0,1,0,2,-2,52,13,13,12,4,47,11,14,13,-4
Atletico-MG,MG,Gremio,RS,0,0,2012,26,True,None,None,1,1,0,0,1,0,0,1,0,0,72,20,12,6,27,71,20,11,7,23
Sport,PE,Coritiba,PR,1,0,2012,26,False,Sport,Coritiba,3,0,1,0,0,0,1,0,1,-1,41,10,11,17,-17,48,14,6,18,-7
Nautico,PE,Atletico-GO,GO,2,0,2012,27,False,Nautico,Atletico-GO,3,0,1,0,0,0,1,0,2,-2,49,14,7,17,-7,27,6,9,23,-32
Portuguesa,SP,Atletico-MG,MG,1,1,2012,27,True,None,None,1,1,0,0,1,0,0,1,0,0,45,10,15,13,-2,72,20,12,6,27
Vasco da Gama,RJ,Figueirense,SC,3,1,2012,27,False,Vasco da Gama,Figueirense,3,0,1,0,0,0,1,0,2,-2,58,16,10,12,1,30,7,9,22,-33
Cruzeiro,MG,Internacional,RS,0,0,2012,27,True,None,None,1,1,0,0,1,0,0,1,0,0,52,15,7,16,-4,52,13,13,12,4
Palmeiras,SP,Ponte Preta,SP,3,0,2012,27,False,Palmeiras,Ponte Preta,3,0,1,0,0,0,1,0,3,-3,34,9,7,22,-15,48,12,12,14,-7
Flamengo,RJ,Fluminense,RJ,0,1,2012,27,False,Fluminense,Flamengo,0,3,0,1,0,1,0,0,-1,1,50,12,14,12,-7,77,22,11,5,28
Corinthians,SP,Sport,PE,3,0,2012,27,False,Corinthians,Sport,3,0,1,0,0,0,1,0,3,-3,57,15,12,11,12,41,10,11,17,-17
Coritiba,PR,Sao Paulo,SP,1,1,2012,27,True,None,None,1,1,0,0,1,0,0,1,0,0,48,14,6,18,-7,66,20,6,12,22
Bahia,BA,Botafogo,RJ,2,0,2012,27,False,Bahia,Botafogo,3,0,1,0,0,0,1,0,2,-2,47,11,14,13,-4,55,15,10,13,10
Gremio,RS,Santos,SP,1,1,2012,27,True,None,None,1,1,0,0,1,0,0,1,0,0,71,20,11,7,23,56,14,14,10,8
Flamengo,RJ,Bahia,BA,0,0,2012,28,True,None,None,1,1,0,0,1,0,0,1,0,0,50,12,14,12,-7,47,11,14,13,-4
Portuguesa,SP,Sport,PE,5,1,2012,28,False,Portuguesa,Sport,3,0,1,0,0,0,1,0,4,-4,45,10,15,13,-2,41,10,11,17,-17
Coritiba,PR,Ponte Preta,SP,1,0,2012,28,False,Coritiba,Ponte Preta,3,0,1,0,0,0,1,0,1,-1,48,14,6,18,-7,48,12,12,14,-7
Sao Paulo,SP,Palmeiras,SP,3,0,2012,28,False,Sao Paulo,Palmeiras,3,0,1,0,0,0,1,0,3,-3,66,20,6,12,22,34,9,7,22,-15
Atletico-GO,GO,Vasco da Gama,RJ,0,1,2012,28,False,Vasco da Gama,Atletico-GO,0,3,0,1,0,1,0,0,-1,1,27,6,9,23,-32,58,16,10,12,1
Santos,SP,Internacional,RS,1,1,2012,28,True,None,None,1,1,0,0,1,0,0,1,0,0,56,14,14,10,8,52,13,13,12,4
Nautico,PE,Corinthians,SP,2,1,2012,28,False,Nautico,Corinthians,3,0,1,0,0,0,1,0,1,-1,49,14,7,17,-7,57,15,12,11,12
Fluminense,RJ,Botafogo,RJ,1,0,2012,28,False,Fluminense,Botafogo,3,0,1,0,0,0,1,0,1,-1,77,22,11,5,28,55,15,10,13,10
Gremio,RS,Cruzeiro,MG,2,1,2012,28,False,Gremio,Cruzeiro,3,0,1,0,0,0,1,0,1,-1,71,20,11,7,23,52,15,7,16,-4
Atletico-MG,MG,Figueirense,SC,6,0,2012,28,False,Atletico-MG,Figueirense,3,0,1,0,0,0,1,0,6,-6,72,20,12,6,27,30,7,9,22,-33
Botafogo,RJ,Santos,SP,0,2,2012,29,False,Santos,Botafogo,0,3,0,1,0,1,0,0,-2,2,55,15,10,13,10,56,14,14,10,8
Cruzeiro,MG,Portuguesa,SP,2,0,2012,29,False,Cruzeiro,Portuguesa,3,0,1,0,0,0,1,0,2,-2,52,15,7,16,-4,45,10,15,13,-2
Ponte Preta,SP,Nautico,PE,2,1,2012,29,False,Ponte Preta,Nautico,3,0,1,0,0,0,1,0,1,-1,48,12,12,14,-7,49,14,7,17,-7
Figueirense,SC,Atletico-GO,GO,3,1,2012,29,False,Figueirense,Atletico-GO,3,0,1,0,0,0,1,0,2,-2,30,7,9,22,-33,27,6,9,23,-32
Bahia,BA,Fluminense,RJ,0,2,2012,29,False,Fluminense,Bahia,0,3,0,1,0,1,0,0,-2,2,47,11,14,13,-4,77,22,11,5,28
Internacional,RS,Atletico-MG,MG,3,0,2012,29,False,Internacional,Atletico-MG,3,0,1,0,0,0,1,0,3,-3,52,13,13,12,4,72,20,12,6,27
Vasco da Gama,RJ,Sao Paulo,SP,0,2,2012,29,False,Sao Paulo,Vasco da Gama,0,3,0,1,0,1,0,0,-2,2,58,16,10,12,1,66,20,6,12,22
Corinthians,SP,Flamengo,RJ,3,2,2012,29,False,Corinthians,Flamengo,3,0,1,0,0,0,1,0,1,-1,57,15,12,11,12,50,12,14,12,-7
Palmeiras,SP,Coritiba,PR,0,1,2012,29,False,Coritiba,Palmeiras,0,3,0,1,0,1,0,0,-1,1,34,9,7,22,-15,48,14,6,18,-7
Sport,PE,Gremio,RS,1,3,2012,29,False,Gremio,Sport,0,3,0,1,0,1,0,0,-2,2,41,10,11,17,-17,71,20,11,7,23
Atletico-GO,GO,Internacional,RS,3,1,2012,30,False,Atletico-GO,Internacional,3,0,1,0,0,0,1,0,2,-2,27,6,9,23,-32,52,13,13,12,4
Flamengo,RJ,Cruzeiro,MG,1,1,2012,30,True,None,None,1,1,0,0,1,0,0,1,0,0,50,12,14,12,-7,52,15,7,16,-4
Portuguesa,SP,Corinthians,SP,1,1,2012,30,True,None,None,1,1,0,0,1,0,0,1,0,0,45,10,15,13,-2,57,15,12,11,12
Santos,SP,Vasco da Gama,RJ,2,0,2012,30,False,Santos,Vasco da Gama,3,0,1,0,0,0,1,0,2,-2,56,14,14,10,8,58,16,10,12,1
Sao Paulo,SP,Figueirense,SC,2,0,2012,30,False,Sao Paulo,Figueirense,3,0,1,0,0,0,1,0,2,-2,66,20,6,12,22,30,7,9,22,-33
Atletico-MG,MG,Sport,PE,2,1,2012,30,False,Atletico-MG,Sport,3,0,1,0,0,0,1,0,1,-1,72,20,12,6,27,41,10,11,17,-17
Coritiba,PR,Bahia,BA,2,1,2012,30,False,Coritiba,Bahia,3,0,1,0,0,0,1,0,1,-1,48,14,6,18,-7,47,11,14,13,-4
Nautico,PE,Palmeiras,SP,1,0,2012,30,False,Nautico,Palmeiras,3,0,1,0,0,0,1,0,1,-1,49,14,7,17,-7,34,9,7,22,-15
Fluminense,RJ,Ponte Preta,SP,2,1,2012,30,False,Fluminense,Ponte Preta,3,0,1,0,0,0,1,0,1,-1,77,22,11,5,28,48,12,12,14,-7
Gremio,RS,Botafogo,RJ,1,1,2012,30,True,None,None,1,1,0,0,1,0,0,1,0,0,71,20,11,7,23,55,15,10,13,10
Bahia,BA,Palmeiras,SP,0,1,2012,31,False,Palmeiras,Bahia,0,3,0,1,0,1,0,0,-1,1,47,11,14,13,-4,34,9,7,22,-15
Fluminense,RJ,Gremio,RS,2,2,2012,31,True,None,None,1,1,0,0,1,0,0,1,0,0,77,22,11,5,28,71,20,11,7,23
Coritiba,PR,Nautico,PE,2,1,2012,31,False,Coritiba,Nautico,3,0,1,0,0,0,1,0,1,-1,48,14,6,18,-7,49,14,7,17,-7
Internacional,RS,Figueirense,SC,2,3,2012,31,False,Figueirense,Internacional,0,3,0,1,0,1,0,0,-1,1,52,13,13,12,4,30,7,9,22,-33
Santos,SP,Atletico-MG,MG,2,2,2012,31,True,None,None,1,1,0,0,1,0,0,1,0,0,56,14,14,10,8,72,20,12,6,27
Cruzeiro,MG,Corinthians,SP,2,0,2012,31,False,Cruzeiro,Corinthians,3,0,1,0,0,0,1,0,2,-2,52,15,7,16,-4,57,15,12,11,12
Portuguesa,SP,Flamengo,RJ,0,0,2012,31,True,None,None,1,1,0,0,1,0,0,1,0,0,45,10,15,13,-2,50,12,14,12,-7
Botafogo,RJ,Vasco da Gama,RJ,3,2,2012,31,False,Botafogo,Vasco da Gama,3,0,1,0,0,0,1,0,1,-1,55,15,10,13,10,58,16,10,12,1
Sao Paulo,SP,Atletico-GO,GO,2,0,2012,31,False,Sao Paulo,Atletico-GO,3,0,1,0,0,0,1,0,2,-2,66,20,6,12,22,27,6,9,23,-32
Sport,PE,Ponte Preta,SP,3,1,2012,31,False,Sport,Ponte Preta,3,0,1,0,0,0,1,0,2,-2,41,10,11,17,-17,48,12,12,14,-7
Gremio,RS,Coritiba,PR,0,0,2012,32,True,None,None,1,1,0,0,1,0,0,1,0,0,71,20,11,7,23,48,14,6,18,-7
Corinthians,SP,Bahia,BA,1,1,2012,32,True,None,None,1,1,0,0,1,0,0,1,0,0,57,15,12,11,12,47,11,14,13,-4
Palmeiras,SP,Cruzeiro,MG,2,0,2012,32,False,Palmeiras,Cruzeiro,3,0,1,0,0,0,1,0,2,-2,34,9,7,22,-15,52,15,7,16,-4
Flamengo,RJ,Sao Paulo,SP,1,0,2012,32,False,Flamengo,Sao Paulo,3,0,1,0,0,0,1,0,1,-1,50,12,14,12,-7,66,20,6,12,22
Atletico-MG,MG,Fluminense,RJ,3,2,2012,32,False,Atletico-MG,Fluminense,3,0,1,0,0,0,1,0,1,-1,72,20,12,6,27,77,22,11,5,28
Nautico,PE,Portuguesa,SP,0,0,2012,32,True,None,None,1,1,0,0,1,0,0,1,0,0,49,14,7,17,-7,45,10,15,13,-2
Ponte Preta,SP,Santos,SP,1,0,2012,32,False,Ponte Preta,Santos,3,0,1,0,0,0,1,0,1,-1,48,12,12,14,-7,56,14,14,10,8
Atletico-GO,GO,Sport,PE,0,1,2012,32,False,Sport,Atletico-GO,0,3,0,1,0,1,0,0,-1,1,27,6,9,23,-32,41,10,11,17,-17
Vasco da Gama,RJ,Internacional,RS,1,2,2012,32,False,Internacional,Vasco da Gama,0,3,0,1,0,1,0,0,-1,1,58,16,10,12,1,52,13,13,12,4
Figueirense,SC,Botafogo,RJ,0,2,2012,32,False,Botafogo,Figueirense,0,3,0,1,0,1,0,0,-2,2,30,7,9,22,-33,55,15,10,13,10
Fluminense,RJ,Coritiba,PR,2,1,2012,33,False,Fluminense,Coritiba,3,0,1,0,0,0,1,0,1,-1,77,22,11,5,28,48,14,6,18,-7
Santos,SP,Nautico,PE,0,0,2012,33,True,None,None,1,1,0,0,1,0,0,1,0,0,56,14,14,10,8,49,14,7,17,-7
Ponte Preta,SP,Cruzeiro,MG,1,0,2012,33,False,Ponte Preta,Cruzeiro,3,0,1,0,0,0,1,0,1,-1,48,12,12,14,-7,52,15,7,16,-4
Corinthians,SP,Vasco da Gama,RJ,1,0,2012,33,False,Corinthians,Vasco da Gama,3,0,1,0,0,0,1,0,1,-1,57,15,12,11,12,58,16,10,12,1
Internacional,RS,Palmeiras,SP,2,1,2012,33,False,Internacional,Palmeiras,3,0,1,0,0,0,1,0,1,-1,52,13,13,12,4,34,9,7,22,-15
Botafogo,RJ,Atletico-GO,GO,4,0,2012,33,False,Botafogo,Atletico-GO,3,0,1,0,0,0,1,0,4,-4,55,15,10,13,10,27,6,9,23,-32
Figueirense,SC,Portuguesa,SP,0,0,2012,33,True,None,None,1,1,0,0,1,0,0,1,0,0,30,7,9,22,-33,45,10,15,13,-2
